filename,glioma,meningioma,no-tumor,pituitary
Tr-pi_0782_jpg.rf.23ddab0ba3f1e8ed40dd1035ba119b2c.jpg,0,0,0,1
Tr-pi_0807_jpg.rf.8ae548f74811e13057100d8c958f9dc9.jpg,0,0,0,1
Tr-pi_1324_jpg.rf.8fb7039ea6bcb11518362bac97b1e8ca.jpg,0,0,0,1
Tr-pi_1293_jpg.rf.437c0f59c2ca6e11d861b9b3447337d9.jpg,0,0,0,1
m3-199-_jpg.rf.108644ceb2287ae26b7c6830c773e551.jpg,0,1,0,0
m3-20-_jpg.rf.71c34a380b4ceb731b66912865733ac0.jpg,0,1,0,0
Tr-pi_0074_jpg.rf.9e4c0f2c71ab4bca931867e38b5f4bf9.jpg,0,0,0,1
Tr-pi_0866_jpg.rf.4323f669d65c69ba34485abdb9e4be2f.jpg,0,0,0,1
Tr-pi_0155_jpg.rf.7e9bf7249bbbb455d901a4a472bd7985.jpg,0,0,0,1
m1-47-_jpg.rf.557ea9b27e2b1401e5b45c769bf98dd3.jpg,0,1,0,0
m3-31-_jpg.rf.c75234a7383cbb2928b7ed77600fa5b4.jpg,0,1,0,0
m2-11-_jpg.rf.c4ec210aae2f6433ba3a693cfc931022.jpg,0,1,0,0
m3-67-_jpg.rf.33c9f59b8d5d19ef0dc4189d3fa7a99c.jpg,0,1,0,0
m1-124-_jpg.rf.5be5ebf07ba971ceab012fff932deb16.jpg,0,1,0,0
m3-83-_jpg.rf.4bed5c3efbf357308f5bb71cbb8f8adf.jpg,0,1,0,0
m3-68-_jpg.rf.5733906583fe94b7ce2dee8e403a59b2.jpg,0,1,0,0
m2-174-_jpg.rf.79606ea13eb2c0326eb3af58c75f45d5.jpg,0,1,0,0
m3-24-_jpg.rf.6bd7d96306e8e13a45d9de1cb7a1072e.jpg,0,1,0,0
m-115-_jpg.rf.cf6e73b296daa203e499a5e87a431e7f.jpg,0,1,0,0
m-137-_jpg.rf.833f3135d889415b69752f22521f0b40.jpg,0,1,0,0
m1-191-_jpg.rf.79e1642335edb3c7120ce38d5cada0c6.jpg,0,1,0,0
m2-166-_jpg.rf.c538e8898dcc76351c9601bb724b30ef.jpg,0,1,0,0
m2-102-_jpg.rf.45b801d29e306df84a73d2aa99f97026.jpg,0,1,0,0
m2-104-_jpg.rf.1282a7304cd8f341bc5b7acef73781df.jpg,0,1,0,0
m1-163-_jpg.rf.5a03d2fedc41592e6c493893cdcc9446.jpg,0,1,0,0
m3-104-_jpg.rf.4fcbf707f5b519836650dcd004842e50.jpg,0,1,0,0
m-189-_jpg.rf.b7bff43e2514703162d7c621df9ea5db.jpg,0,1,0,0
m3-158-_jpg.rf.509b8b9ee50b6634dddbc17b8b3f6092.jpg,0,1,0,0
m1-159-_jpg.rf.e33a6e8615b7931b8cf1499235bf94a4.jpg,0,1,0,0
m2-19-_jpg.rf.db6fba392e4f7b20be4c7cff2741cf80.jpg,0,1,0,0
m3-225-_jpg.rf.207f40a7a5bdc9246d18acbe55bdc318.jpg,0,1,0,0
m2-167-_jpg.rf.b7e57d01faf28cbf917231e0f9351c8c.jpg,0,1,0,0
m-28-_jpg.rf.90c105f176b0cf513a51bc6a0e552b15.jpg,0,1,0,0
m3-91-_jpg.rf.c6f58cb985a5c0a27fc8fb58a83147fd.jpg,0,1,0,0
m3-28-_jpg.rf.520780cd125314da50f90cb81a066906.jpg,0,1,0,0
m3-33-_jpg.rf.7d57a04d3dac9d38ab095fe03be89441.jpg,0,1,0,0
m2-39-_jpg.rf.9ce37a753bf67b7c3d84af72946e4946.jpg,0,1,0,0
m3-143-_jpg.rf.eb0a39b382092649cb5617a183cff7f1.jpg,0,1,0,0
m2-19-_jpg.rf.7eba06d0322fa2570ed6e41ce0f4ddd3.jpg,0,1,0,0
m1-103-_jpg.rf.d96377ed558609d2d5d815075ee2043f.jpg,0,1,0,0
m2-2-_jpg.rf.c0dd96707448be0b59dc395f864d1163.jpg,0,1,0,0
m-56-_jpg.rf.f9b3ad151556387a8da62fcdfe6319ae.jpg,0,1,0,0
m3-208-_jpg.rf.2531ba5bb65dc78e6050078559678269.jpg,0,1,0,0
m-125-_jpg.rf.c60f3f513094f549b5bf63bef6ceb397.jpg,0,1,0,0
m-170-_jpg.rf.4742036499e51689cf996befbdcd925d.jpg,0,1,0,0
m1-112-_jpg.rf.8962c2081f103407ea5217f6d3253222.jpg,0,1,0,0
m1-94-_jpg.rf.79d44d58fae80ed2e5f37301b312a6d7.jpg,0,1,0,0
m3-113-_jpg.rf.dacf01f5998fd3f7ad3dd266f5d9895a.jpg,0,1,0,0
m-121-_jpg.rf.a1408eb2144db2f8988226f81892622d.jpg,0,1,0,0
m2-148-_jpg.rf.c4ddfb0067dc082a136fb7f7b46fb89d.jpg,0,1,0,0
m2-155-_jpg.rf.e0f026ad40307dd5306606c145653ff3.jpg,0,1,0,0
m3-147-_jpg.rf.8e47973daaf5131dfaa8ab70cc42d65b.jpg,0,1,0,0
m1-86-_jpg.rf.1324b0c392481445dc20428b04a2a455.jpg,0,1,0,0
m3-126-_jpg.rf.4569854dd38ea691b9035819bc814ba1.jpg,0,1,0,0
m3-161-_jpg.rf.c6ca60b8952ed23cf0e03fec3748cd9d.jpg,0,1,0,0
m1-193-_jpg.rf.57205eb92fd529ea6249e7d1f98e99aa.jpg,0,1,0,0
m2-144-_jpg.rf.fc98302c9900c5da126e0878966bd2b5.jpg,0,1,0,0
m-51-_jpg.rf.8c75f495e3dd828737b9ff60a92f56b0.jpg,0,1,0,0
m3-137-_jpg.rf.4e2ec90d62480b43c97c5bea3885db58.jpg,0,1,0,0
m3-11-_jpg.rf.a246b6f3ba5e36d1309a10ffc354a555.jpg,0,1,0,0
m3-216-_jpg.rf.30fb1a67e17f3aa80b89f0a4e0f8a98e.jpg,0,1,0,0
m3-87-_jpg.rf.1028cdfa0cff15c5a652b37eb4bf39ea.jpg,0,1,0,0
m3-165-_jpg.rf.37c7c224d7ba7403ab604920b00581d3.jpg,0,1,0,0
m2-79-_jpg.rf.12db5a31330cdbb831d6e20b022436d5.jpg,0,1,0,0
m1-172-_jpg.rf.a034e71bdc462d7d82ae8619777c7367.jpg,0,1,0,0
m-181-_jpg.rf.ae14d1fcbc7f8df0fa02200d02fbc1c9.jpg,0,1,0,0
m2-80-_jpg.rf.ef33eaa3e013891d800fe33956a7c5db.jpg,0,1,0,0
m3-101-_jpg.rf.ed8770f3ab3005c606bad54b32a2dcc6.jpg,0,1,0,0
m3-95-_jpg.rf.7551bcfec2c0c427dd2a8d5e15bf8763.jpg,0,1,0,0
m1-78-_jpg.rf.53386fc1431c164abbdac722e0be0ad1.jpg,0,1,0,0
m3-41-_jpg.rf.9ef8a2f59c39c35be0856467914f5725.jpg,0,1,0,0
m3-66-_jpg.rf.8d18ce376baab48dec70715093a08c44.jpg,0,1,0,0
m3-8-_jpg.rf.b6ca13183f24056f715c7db58931c85a.jpg,0,1,0,0
m2-47-_jpg.rf.e00c8530391de8956dcc65d28b29c4e6.jpg,0,1,0,0
m1-83-_jpg.rf.2ad93a528e3dd62497dd7eb6d8595da1.jpg,0,1,0,0
m2-90-_jpg.rf.9054a79e621bbac16d103a7787e99466.jpg,0,1,0,0
m2-87-_jpg.rf.59c82cfaf0f493610e060316b36856ed.jpg,0,1,0,0
m3-14-_jpg.rf.dd65eeae1f05631410e8c2d162db36f2.jpg,0,1,0,0
m1-23-_jpg.rf.4fb860f2a8faf4b1803e724d0ec43da4.jpg,0,1,0,0
m-87-_jpg.rf.2fb748d7e9e89ac63c301f44ac1fcf62.jpg,0,1,0,0
m1-27-_jpg.rf.ff1eea95a04e0522ac472a0b7d08d7f1.jpg,0,1,0,0
m-182-_jpg.rf.27d65e554ddaa1a09075f38ea1dfb64f.jpg,0,1,0,0
m1-121-_jpg.rf.6fd35435e86194fb908b22dbcdd75462.jpg,0,1,0,0
m3-74-_jpg.rf.8d86850a5e8d0ff0ca95777608c845f5.jpg,0,1,0,0
m1-189-_jpg.rf.e56b68f3b546eadb03ad1c436b3e9aa7.jpg,0,1,0,0
m1-150-_jpg.rf.553c4ae859303834a9feed09c6775f22.jpg,0,1,0,0
m3-166-_jpg.rf.ff07654c8067a9ff4c20f615918e3b4c.jpg,0,1,0,0
m2-114-_jpg.rf.152582f261d649e2212d8d51aeeb33e8.jpg,0,1,0,0
m1-74-_jpg.rf.014a33574b335029e118485b92470b3d.jpg,0,1,0,0
m-124-_jpg.rf.2c391be1980d19d6cda4114ce51a7724.jpg,0,1,0,0
m3-5-_jpg.rf.63af084b4e89d9253187d5e074426365.jpg,0,1,0,0
m-161-_jpg.rf.36ca3f93c08a4e927d60b3ba7d3305a2.jpg,0,1,0,0
m2-161-_jpg.rf.175e9b5c7070dc9f5f7cb37870c2f7da.jpg,0,1,0,0
m2-52-_jpg.rf.11089d8403e690917d692d767707f328.jpg,0,1,0,0
m1-11-_jpg.rf.7076db287c77022cc31ecabab5761a30.jpg,0,1,0,0
Tr-gl_0202_jpg.rf.56ee68d9d1a78088abc22fabf25f009c.jpg,1,0,0,0
m-77-_jpg.rf.63f3483527c701d2f62f0bd1b55ceb5e.jpg,0,1,0,0
m3-80-_jpg.rf.cc6e014d96239414be6b88028bd6929c.jpg,0,1,0,0
Tr-gl_0766_jpg.rf.8ab764f45fcf43e7eb2eecd694c2ff97.jpg,1,0,0,0
Tr-gl_0941_jpg.rf.055d8f958bb69843f168c354f2647ea6.jpg,1,0,0,0
Tr-gl_0969_jpg.rf.b540ff6418d167f5a4bffd11c2da1bde.jpg,1,0,0,0
Tr-gl_0955_jpg.rf.ac2c81ff42c59d8ef0ccf80483ed916d.jpg,1,0,0,0
Tr-pi_0881_jpg.rf.029156abce0a570b726d667b50e0cb2f.jpg,0,0,0,1
Tr-pi_1200_jpg.rf.53d57e237a81747fcdedfccc69c7b3f7.jpg,0,0,0,1
Tr-gl_0028_jpg.rf.41cefb7bfa787a1b080f8543299ded38.jpg,1,0,0,0
m1-118-_jpg.rf.fbff898a7f769380ccd7d40c893b2edb.jpg,0,1,0,0
Tr-gl_0014_jpg.rf.3ff312da003fc154b110b3d6439002e4.jpg,1,0,0,0
m1-44-_jpg.rf.7be6737a824a9da65c5d9cb5d41a62cc.jpg,0,1,0,0
Tr-gl_0996_jpg.rf.cd6203bb4e4cb7486dd1bed281169884.jpg,1,0,0,0
Tr-pi_1364_jpg.rf.4a500c337cd0d0c1b2723b98dbf41b10.jpg,0,0,0,1
m1-165-_jpg.rf.6da0004bcec51e7918dae120629d03c3.jpg,0,1,0,0
Tr-no_0626_jpg.rf.2ebd437765119070b0d515f7f70435af.jpg,0,0,1,0
Tr-no_1475_jpg.rf.0f1243802d6a5a3d887f8d739107aace.jpg,0,0,1,0
Tr-no_0645_jpg.rf.d40e4b5802c9ac2db2af8d31c87dc283.jpg,0,0,1,0
m3-64-_jpg.rf.5a8fe8431a43f8dedad0ea9895f0874f.jpg,0,1,0,0
Tr-no_0533_jpg.rf.337e3e55ebc9f4dcbe4ef0fcbe3b2e60.jpg,0,0,1,0
Tr-pi_1150_jpg.rf.f5656c26f32b7b6360412fa4da948fbf.jpg,0,0,0,1
Tr-noTr_0001_jpg.rf.f2b58cfc1a44a7b74efb7ac048a04c83.jpg,0,0,1,0
Tr-pi_0688_jpg.rf.b6b16694891812bf3884d73aef5ee58e.jpg,0,0,0,1
Tr-no_0320_jpg.rf.17d02dfa31be5626996a5438276ffc54.jpg,0,0,1,0
Tr-noTr_0007_jpg.rf.635d7452ef9d49bdb7374edd8c856f4a.jpg,0,0,1,0
Tr-pi_0085_jpg.rf.1023bebfde59c0ebff36382486c9f3ed.jpg,0,0,0,1
Tr-no_1570_jpg.rf.1e4022a6f71fae20289c1b6740d5f122.jpg,0,0,1,0
Tr-no_0335_jpg.rf.a795bfbbe53fb90b019cb7da69f1175d.jpg,0,0,1,0
Tr-pi_0915_jpg.rf.20343bc93525fddb6c0952b0a76a884d.jpg,0,0,0,1
Tr-no_0751_jpg.rf.17f358bf62964a221154c65a8c4388b6.jpg,0,0,1,0
Tr-no_0849_jpg.rf.48d9a88033a69b592116219e608f99e2.jpg,0,0,1,0
Tr-no_1590_jpg.rf.c75edc5311e86efdcc4631235ff709c4.jpg,0,0,1,0
Tr-pi_1224_jpg.rf.fa4fc2a6514afbf3f026bbab3f165d5b.jpg,0,0,0,1
Tr-no_1015_jpg.rf.a9bb2cb779ba7260bd9f0fe6a2f6e0ac.jpg,0,0,1,0
Tr-no_0586_jpg.rf.60f9fe5a113532db9d2e1a0144166c40.jpg,0,0,1,0
Tr-no_0591_jpg.rf.1dea5a4020f0bdbd198feaa2c43aca66.jpg,0,0,1,0
Tr-pi_0228_jpg.rf.8ab6007134ae76da6bd38cefc2a55976.jpg,0,0,0,1
m-79-_jpg.rf.1288f0f1cff6f233754db63d189aa7c6.jpg,0,1,0,0
Tr-pi_1009_jpg.rf.dc92ff251b00435245140d13daac98a5.jpg,0,0,0,1
m2-13-_jpg.rf.259a3aa8d41393893f14af6e9136c2df.jpg,0,1,0,0
Tr-pi_0186_jpg.rf.1d3098133f49574606edc6fe4264a8cf.jpg,0,0,0,1
Tr-pi_0493_jpg.rf.f1583fd491d01f93155087626b451d88.jpg,0,0,0,1
m3-147-_jpg.rf.2d4121cb15a147f6655ef739c5f1a330.jpg,0,1,0,0
Tr-pi_0126_jpg.rf.635d5418436439b7f2c40b2d90ec2056.jpg,0,0,0,1
m3-222-_jpg.rf.4383c3b6e66467e7c1be70788d6444b0.jpg,0,1,0,0
m2-74-_jpg.rf.f0ba58d0d7ba873c38cbde6fa75d8336.jpg,0,1,0,0
Tr-pi_0053_jpg.rf.3253e1134b250e09a6f746f0b54751e4.jpg,0,0,0,1
m-106-_jpg.rf.feef0f3c9943d1bf0a062fa6c7f3b160.jpg,0,1,0,0
m-66-_jpg.rf.9c33d55755e507b170efd7120c09ce24.jpg,0,1,0,0
m3-66-_jpg.rf.903661477851c210c1133945dd52e7a3.jpg,0,1,0,0
m2-154-_jpg.rf.c7e1aa36b0fb49ab16eab8b8663c87c2.jpg,0,1,0,0
m2-141-_jpg.rf.afd3e5d0adff4baa1fe018fc07d4899e.jpg,0,1,0,0
m3-7-_jpg.rf.8b4cb6a87059bfa7f4f97d0c5abc6dff.jpg,0,1,0,0
m2-168-_jpg.rf.fc2e5837ef4818f5f323f55a54cfa142.jpg,0,1,0,0
m3-163-_jpg.rf.87f82fd84ddd14ab4ecf47a7bab51d3b.jpg,0,1,0,0
m2-176-_jpg.rf.db63ceaa6445d7f70d37fe6141f26b60.jpg,0,1,0,0
m-126-_jpg.rf.b0dfaffa6707f61e0d89858c1b4767fa.jpg,0,1,0,0
m3-71-_jpg.rf.1a72edb93c819be6e1b3098d8eb061ad.jpg,0,1,0,0
Tr-no_0816_jpg.rf.57f96f27eb1b6daeac228d1026881fb4.jpg,0,0,1,0
m-143-_jpg.rf.71733d6402b29245171618f1b3919b28.jpg,0,1,0,0
m1-59-_jpg.rf.44906ba70c075d7c0735e2b956e9394d.jpg,0,1,0,0
Tr-pi_0363_jpg.rf.732103599e3502415ceb4768720c4afc.jpg,0,0,0,1
m3-157-_jpg.rf.50ca678e2526b8d388f3fc95fb21ba8f.jpg,0,1,0,0
Tr-no_0652_jpg.rf.3fe59bf38b76f3a95616de9991fafe49.jpg,0,0,1,0
m3-103-_jpg.rf.cb9aab56e6ded2dd362e9d263ede392f.jpg,0,1,0,0
Tr-no_1516_jpg.rf.0cb3c46a18dc671e8ec40c391a7ae716.jpg,0,0,1,0
m2-31-_jpg.rf.e0712023bdf42c67fe92df7405f88782.jpg,0,1,0,0
Tr-no_1201_jpg.rf.41f0e3e43d2f3ed91836160933f0db7a.jpg,0,0,1,0
Tr-no_1026_jpg.rf.54fab02b8d02564b6221d764b4a76f2f.jpg,0,0,1,0
Tr-no_1363_jpg.rf.9914e71703a2db514fa4b16e0d97b921.jpg,0,0,1,0
m1-155-_jpg.rf.3f49ff5f96af135a402a7cfb9980eadd.jpg,0,1,0,0
Tr-no_0942_jpg.rf.bf174d60e80fc5984d95f80dea9ac871.jpg,0,0,1,0
Tr-no_0873_jpg.rf.ee3da7f063e009744e6429b84980fcff.jpg,0,0,1,0
m-86-_jpg.rf.b857bd44559a28b33677821cb75184ad.jpg,0,1,0,0
Tr-no_1025_jpg.rf.983688a4c91e051bf40d37babbea4042.jpg,0,0,1,0
Tr-no_0768_jpg.rf.066561f482b65f614b8318fe7ffe99cf.jpg,0,0,1,0
Tr-no_0452_jpg.rf.34c1dbc702091406af0d76afec05bae3.jpg,0,0,1,0
Tr-no_0723_jpg.rf.4d5cacb1299f7ea055f853bb03fc616a.jpg,0,0,1,0
m1-137-_jpg.rf.f960d14e8ad3ddeadb687051800ee358.jpg,0,1,0,0
Tr-no_1485_jpg.rf.59fe4d27dea04b982291ad44c2262de3.jpg,0,0,1,0
Tr-no_0684_jpg.rf.cd7868ac617d2c6b6e3c18cd4935da9d.jpg,0,0,1,0
Tr-no_1559_jpg.rf.918283ab4334ed5082150e0ce4fd3265.jpg,0,0,1,0
Tr-no_1552_jpg.rf.f40ebe803cfb417fca86fe869ac83de3.jpg,0,0,1,0
m3-160-_jpg.rf.fc5f878780e5858a51f4a2a300033c71.jpg,0,1,0,0
m3-166-_jpg.rf.7581c4b5f0f2844964a4a3f488e4748b.jpg,0,1,0,0
Tr-no_1403_jpg.rf.eb05c569ff600ba4c6db54f0afdfaa54.jpg,0,0,1,0
Tr-no_1368_jpg.rf.65b651429ffdead2341332f10b2b4745.jpg,0,0,1,0
Tr-no_1486_jpg.rf.5b1c9c3cb884f2e1171c18bc721f5889.jpg,0,0,1,0
m3-229-_jpg.rf.5118e365942cf3377281d9036a5f319e.jpg,0,1,0,0
m2-160-_jpg.rf.9bfad57a27a17da80a09a2b150e70a4f.jpg,0,1,0,0
Tr-no_0376_jpg.rf.f0aa38791d89e1575b7d6f0c3651ceb0.jpg,0,0,1,0
Tr-no_1196_jpg.rf.4f9421233d939f20df6bd57fb90e2c0a.jpg,0,0,1,0
Tr-no_0521_jpg.rf.9983734744bb17872cd59605a4c7dc76.jpg,0,0,1,0
Tr-no_0567_jpg.rf.723ed63765f877d0b399751e8243feda.jpg,0,0,1,0
m3-225-_jpg.rf.47bae9e7bc688a1f7cd33908dc16a5ab.jpg,0,1,0,0
Tr-noTr_0001_jpg.rf.d69232a4de5cf5e0593e39e5e99562a5.jpg,0,0,1,0
m1-33-_jpg.rf.321bec77cc7e0baefd199d8985bef251.jpg,0,1,0,0
Tr-no_1475_jpg.rf.807034475f8f671ad9641c736dd2277f.jpg,0,0,1,0
Tr-no_1204_jpg.rf.1667cd584e45304e1298f73cd16928ff.jpg,0,0,1,0
Tr-no_0590_jpg.rf.8485d115a8fe48e2d51c6039ba4cdca2.jpg,0,0,1,0
m3-36-_jpg.rf.17a8b24454ce5e35b0cba69eb42f26e6.jpg,0,1,0,0
Tr-no_1483_jpg.rf.f90fb148c5b9b74bb49a9bab64b69dfd.jpg,0,0,1,0
Tr-no_0507_jpg.rf.c3f9be0ed67f9d216bbcbbcae5bc710f.jpg,0,0,1,0
m1-131-_jpg.rf.f3f48950d1f8f033baa181412725bff0.jpg,0,1,0,0
m1-111-_jpg.rf.836a8c743b12e2e7a96c507fcbe462ce.jpg,0,1,0,0
m-142-_jpg.rf.ce0c6b665c9e5fd9417a4c4d708ea3a0.jpg,0,1,0,0
m-53-_jpg.rf.50eff694ee9ebe02634905f9994858d0.jpg,0,1,0,0
m-192-_jpg.rf.0f4019316b20c5296743ff0ef453eac5.jpg,0,1,0,0
m-89-_jpg.rf.c7a1f28eceb0b77bb0923968cc1d206c.jpg,0,1,0,0
m3-189-_jpg.rf.10655477ed285d47298b78e757807c7d.jpg,0,1,0,0
m2-56-_jpg.rf.31a0ace1ec366684706fb3449871092c.jpg,0,1,0,0
m-43-_jpg.rf.11aa67f7c4abc0e2194a5ba97fff96eb.jpg,0,1,0,0
Tr-no_0645_jpg.rf.5212ed0898c89876479e5dea8a6b89e7.jpg,0,0,1,0
m3-149-_jpg.rf.5c9ea016a4779cd1f6616f52d7b93c86.jpg,0,1,0,0
m1-25-_jpg.rf.7719bbb9c49b2f3a93192ee25ac74028.jpg,0,1,0,0
m-129-_jpg.rf.3120f718162185a9254725116a367a7c.jpg,0,1,0,0
m3-186-_jpg.rf.a1809e3b5d164c5e83c8523521a52b8d.jpg,0,1,0,0
m3-42-_jpg.rf.4ec46591230aa33587d69e1b0e3014d4.jpg,0,1,0,0
m3-153-_jpg.rf.724c6dea661a5dcb33507ff05d9a82d0.jpg,0,1,0,0
m3-116-_jpg.rf.c7d6932a9e756741748177bfc0bfc2ee.jpg,0,1,0,0
m3-195-_jpg.rf.ed1124876d3965d9bf45103844ff8963.jpg,0,1,0,0
m-176-_jpg.rf.74972f9cf3053e5bec9c54af9d9ec5f7.jpg,0,1,0,0
m1-198-_jpg.rf.b0add2fc50ca887dd215caa810082dba.jpg,0,1,0,0
m1-171-_jpg.rf.502fef63df4ab8c69ae3b9a7384aa740.jpg,0,1,0,0
Tr-no_0687_jpg.rf.815a4d04dde99f476fecd47a2c318f5d.jpg,0,0,1,0
m-159-_jpg.rf.8a0ac3fb59a4fa8acab6636800c6fc64.jpg,0,1,0,0
m-106-_jpg.rf.25d5c6ab56b50709a9243a3ed5d2dafd.jpg,0,1,0,0
m-15-_jpg.rf.c424a16b2fc11679d48ab5079427fb8b.jpg,0,1,0,0
m2-165-_jpg.rf.854e5ea28f438f5f204f2246be557fd8.jpg,0,1,0,0
m3-205-_jpg.rf.46bcb481d8dec75b151b4c4612c810ed.jpg,0,1,0,0
m2-116-_jpg.rf.6bce578bf23adf3914aaf3025457627f.jpg,0,1,0,0
m3-77-_jpg.rf.e8589ee863d73a3477edb0d6849e681d.jpg,0,1,0,0
m1-86-_jpg.rf.c77edb3808980bdc7dbf1f114e77ab15.jpg,0,1,0,0
Tr-gl_0904_jpg.rf.0f1f52040b9293a41d35fb8a6c3041c6.jpg,1,0,0,0
m-37-_jpg.rf.c6a32b4d6963da1da5f7eb8a6eb1825a.jpg,0,1,0,0
m2-75-_jpg.rf.036dd7c2b68469880b6563b0d5742fc8.jpg,0,1,0,0
m2-29-_jpg.rf.0ed309356f7140cd4267bba61b34d91f.jpg,0,1,0,0
m3-185-_jpg.rf.2b747e8465af550b8f9ed95077066d08.jpg,0,1,0,0
Tr-gl_0910_jpg.rf.ac50cbd49efa7223c412e91c19fdc271.jpg,1,0,0,0
m3-151-_jpg.rf.b59ee294f265013558d5768a1b0f9e13.jpg,0,1,0,0
m-125-_jpg.rf.026978592a09124efdccc7ec4cc32ce6.jpg,0,1,0,0
Tr-gl_0657_jpg.rf.866f2e11585567b2fe4f09998ba3e324.jpg,1,0,0,0
Tr-gl_0131_jpg.rf.e6e74de308ff898e343cc5cc9c1ef2b3.jpg,1,0,0,0
m1-152-_jpg.rf.ec788f5eea4c00da991946ef17358730.jpg,0,1,0,0
Tr-no_1570_jpg.rf.71edf136bd8a7df201815ed40ce4ab31.jpg,0,0,1,0
Tr-no_0626_jpg.rf.850c18937989edea57718068a88d6c1c.jpg,0,0,1,0
m1-149-_jpg.rf.cde776e052449677404719e30eac4303.jpg,0,1,0,0
Tr-no_0533_jpg.rf.ff70bd7c8506484440520efdddd52cea.jpg,0,0,1,0
Tr-no_0751_jpg.rf.dc7a7126c9b6dc4bc6f814a39d9ac3b3.jpg,0,0,1,0
m2-95-_jpg.rf.4bcf3d95a78fa8a03db2638117b92e04.jpg,0,1,0,0
Tr-gl_0643_jpg.rf.cf2cf65c6c0346411d60e11588c9ae78.jpg,1,0,0,0
m3-129-_jpg.rf.40283c84d5675fb8a4e157746d634b1f.jpg,0,1,0,0
m1-102-_jpg.rf.de8e525779d741a1a601944356c5d459.jpg,0,1,0,0
